entity_name,year,gdp_per_capita,origin
Romania,2022,32496,wb
Romania,2021,30946,wb
Romania,2020,29057,wb
Romania,2019,30001,wb
Russia,2022,27450,wb
Russia,2021,28057,wb
Russia,2020,26587,wb
Russia,2019,27255,wb
Russia,2018,26656,wb
Russia,2017,25926,wb
Rwanda,2022,2365,wb
Rwanda,2021,2238,wb
Rwanda,2020,2066,wb
Rwanda,2019,2191,wb
Rwanda,2018,2050,wb
Rwanda,2017,1935,wb
Saint Kitts and Nevis,2017,29318,wb
Saint Kitts and Nevis,2018,29934,wb
Saint Kitts and Nevis,2019,31179,wb
Saint Kitts and Nevis,2020,26678,wb
Saint Kitts and Nevis,2021,26460,wb
Saint Kitts and Nevis,2022,28770,wb
Saint Lucia,2017,15247,wb
Saint Lucia,2018,15623,wb
Saint Lucia,2019,15461,wb
Saint Lucia,2020,11651,wb
Saint Lucia,2022,15100,wb
Saint Lucia,2021,13046,wb
Saint Vincent and the Grenadines,2017,13575,wb
Saint Vincent and the Grenadines,2018,14042,wb
Saint Vincent and the Grenadines,2019,14183,wb
Saint Vincent and the Grenadines,2020,13691,wb
Saint Vincent and the Grenadines,2021,13839,wb
Saint Vincent and the Grenadines,2022,14573,wb
Samoa,2022,5156,wb
Samoa,2021,5535,wb
Samoa,2017,6239,wb
Samoa,2019,6346,wb
Samoa,2018,6140,wb
Samoa,2020,6062,wb
San Marino,2019,60076,wb
San Marino,2018,58898,wb
San Marino,2020,56364,wb
San Marino,2021,61609,wb
San Marino,2017,58202,wb
Sao Tome and Principe,2022,3439,wb
Sao Tome and Principe,2021,3502,wb
Sao Tome and Principe,2019,3482,wb
Sao Tome and Principe,2018,3466,wb
Sao Tome and Principe,2020,3507,wb
Sao Tome and Principe,2017,3373,wb
Saudi Arabia,2020,44771,wb
Saudi Arabia,2017,47552,wb
Saudi Arabia,2018,47714,wb
Saudi Arabia,2019,47025,wb
Saudi Arabia,2021,46768,wb
Saudi Arabia,2022,50188,wb
Senegal,2022,3565,wb
Senegal,2021,3512,wb
Senegal,2020,3384,wb
Senegal,2019,3430,wb
Senegal,2018,3369,wb
Senegal,2017,3259,wb
Serbia,2019,18307,wb
Serbia,2018,17453,wb
Serbia,2020,18263,wb
Serbia,2021,19860,wb
Serbia,2022,20886,wb
Serbia,2017,16611,wb
Seychelles,2021,27928,wb
Seychelles,2017,27337,wb
Seychelles,2018,28081,wb
Seychelles,2019,29190,wb
Seychelles,2020,26705,wb
Seychelles,2022,25206,wb
Sierra Leone,2018,1610,wb
Sierra Leone,2017,1594,wb
Sierra Leone,2019,1656,wb
Sierra Leone,2020,1586,wb
Sierra Leone,2021,1615,wb
Sierra Leone,2022,1635,wb
Singapore,2017,95334,wb
Singapore,2018,98280,wb
Singapore,2019,98455,wb
Singapore,2020,94910,wb
Singapore,2021,107741,wb
Singapore,2022,108036,wb
Sint Maarten (Dutch part),2020,36992,wb
Sint Maarten (Dutch part),2022,41943,wb
Sint Maarten (Dutch part),2021,38361,wb
Sint Maarten (Dutch part),2019,43395,wb
Sint Maarten (Dutch part),2018,39788,wb
Sint Maarten (Dutch part),2017,43056,wb
Slovakia,2017,30142,wb
Slovakia,2019,32057,wb
Slovakia,2020,30961,wb
Slovakia,2021,32513,wb
Slovakia,2022,33176,wb
Slovakia,2018,31314,wb
Slovenia,2017,36508,wb
Slovenia,2018,37996,wb
Slovenia,2019,39061,wb
Slovenia,2021,40104,wb
Slovenia,2020,37155,wb
Slovenia,2022,41015,wb
Solomon Islands,2022,2248,wb
Solomon Islands,2021,2397,wb
Solomon Islands,2020,2469,wb
Solomon Islands,2019,2617,wb
Solomon Islands,2018,2633,wb
Solomon Islands,2017,2625,wb
Somalia,2017,1558,wb
Somalia,2018,1548,wb
Somalia,2019,1547,wb
Somalia,2020,1457,wb
Somalia,2021,1458,wb
Somalia,2022,1449,wb
South Africa,2022,13479,wb
South Africa,2021,13338,wb
South Africa,2019,13851,wb
South Africa,2018,13995,wb
South Africa,2017,13950,wb
South Africa,2020,12867,wb
South Asia (WB),2022,6720,wb
South Asia (WB),2021,6362,wb
South Asia (WB),2020,5938,wb
South Asia (WB),2019,6295,wb
South Asia (WB),2018,6124,wb
South Asia (WB),2017,5827,wb
South Korea,2017,40957,wb
South Korea,2018,41966,wb
South Korea,2019,42759,wb
South Korea,2020,42397,wb
South Korea,2021,44300,wb
South Korea,2022,45560,wb
Spain,2022,40223,wb
Spain,2021,38319,wb
Spain,2020,36051,wb
Spain,2019,40782,wb
Spain,2018,40277,wb
Spain,2017,39550,wb
Sri Lanka,2019,13639,wb
Sri Lanka,2017,13545,wb
Sri Lanka,2018,13753,wb
Sri Lanka,2020,12939,wb
Sri Lanka,2022,12200,wb
Sri Lanka,2021,13251,wb
Sub-Saharan Africa (WB),2017,3824,wb
Sub-Saharan Africa (WB),2018,3831,wb
Sub-Saharan Africa (WB),2019,3834,wb
Sub-Saharan Africa (WB),2020,3666,wb
Sub-Saharan Africa (WB),2021,3726,wb
Sub-Saharan Africa (WB),2022,3767,wb
Sudan,2019,4133,wb
Sudan,2017,4614,wb
Sudan,2018,4349,wb
Sudan,2020,3875,wb
Sudan,2021,3701,wb
Sudan,2022,3571,wb
Suriname,2021,14811,wb
Suriname,2020,15329,wb
Suriname,2019,18449,wb
Suriname,2018,18438,wb
Suriname,2022,15048,wb
Suriname,2017,17753,wb
Sweden,2019,52851,wb
Sweden,2020,51331,wb
Sweden,2021,54160,wb
Sweden,2022,55359,wb
Sweden,2018,52349,wb
Sweden,2017,51948,wb
Switzerland,2021,71045,wb
Switzerland,2020,67928,wb
Switzerland,2019,69924,wb
Switzerland,2018,69629,wb
Switzerland,2022,72278,wb
Switzerland,2017,68194,wb
Syria,2019,7211,pw
Taiwan,2019,46761,pw
Taiwan,2018,45612,pw
Taiwan,2017,45375,pw
Tajikistan,2017,3236,wb
Tajikistan,2018,3405,wb
Tajikistan,2019,3575,wb
Tajikistan,2020,3652,wb
Tajikistan,2022,4137,wb
Tajikistan,2021,3910,wb
Tanzania,2018,2512,wb
Tanzania,2017,2458,wb
Tanzania,2019,2579,wb
Tanzania,2020,2553,wb
Tanzania,2021,2584,wb
Tanzania,2022,2624,wb
Thailand,2022,17508,wb
Thailand,2017,17008,wb
Thailand,2018,17669,wb
Thailand,2019,17997,wb
Thailand,2020,16866,wb
Thailand,2021,17087,wb
Togo,2017,1970,wb
Togo,2018,2015,wb
Togo,2019,2064,wb
Togo,2020,2059,wb
Togo,2022,2203,wb
Togo,2021,2131,wb
Tonga,2021,6143,wb
Tonga,2020,6357,wb
Tonga,2019,6344,wb
Tonga,2018,6288,wb
Tonga,2017,6257,wb
Trinidad and Tobago,2018,25865,wb
Trinidad and Tobago,2019,25698,wb
Trinidad and Tobago,2020,23393,wb
Trinidad and Tobago,2021,23036,wb
Trinidad and Tobago,2022,23296,wb
Trinidad and Tobago,2017,26481,wb
Tunisia,2021,10396,wb
Tunisia,2017,10875,wb
Tunisia,2018,11047,wb
Tunisia,2019,11114,wb
Tunisia,2020,10040,wb
Tunisia,2022,10569,wb
Turkey,2022,33150,wb
Turkey,2021,31722,wb
Turkey,2020,28726,wb
Turkey,2019,28477,wb
Turkey,2018,28652,wb
Turkey,2017,28193,wb
Turkmenistan,2021,14697,wb
Turkmenistan,2017,13704,wb
Turkmenistan,2018,14321,wb
Turkmenistan,2019,14993,wb
Turkmenistan,2020,14270,wb
Turkmenistan,2022,14740,wb
Turks and Caicos Islands,2018,25568,wb
Turks and Caicos Islands,2022,20718,wb
Turks and Caicos Islands,2021,19764,wb
Turks and Caicos Islands,2020,18475,wb
Turks and Caicos Islands,2019,25934,wb
Turks and Caicos Islands,2017,25208,wb
Tuvalu,2017,4236,wb
Tuvalu,2020,4578,wb
Tuvalu,2018,4281,wb
Tuvalu,2019,4832,wb
Tuvalu,2022,4591,wb
Tuvalu,2021,4604,wb
Uganda,2022,2280,wb
Uganda,2021,2246,wb
Uganda,2020,2240,wb
Uganda,2019,2250,wb
Uganda,2018,2187,wb
Uganda,2017,2128,wb
Ukraine,2017,11861,wb
Ukraine,2018,12337,wb
Ukraine,2019,12805,wb
Ukraine,2020,12408,wb
Ukraine,2021,12949,wb
Ukraine,2022,10731,wb
United Arab Emirates,2017,71182,wb
United Arab Emirates,2018,71551,wb
United Arab Emirates,2019,71782,wb
United Arab Emirates,2020,67668,wb
United Arab Emirates,2021,70028,wb
United Arab Emirates,2022,74918,wb
United Kingdom,2018,46413,wb
United Kingdom,2017,46048,wb
United Kingdom,2019,46909,wb
United Kingdom,2020,41896,wb
United Kingdom,2021,45568,wb
United Kingdom,2022,47587,wb
United States,2022,64623,wb
United States,2017,59908,wb
United States,2018,61348,wb
United States,2019,62471,wb
United States,2020,60159,wb
United States,2021,63636,wb
Upper-middle-income countries,2020,16491,wb
Upper-middle-income countries,2017,15622,wb
Upper-middle-income countries,2018,16243,wb
Upper-middle-income countries,2019,16767,wb
Upper-middle-income countries,2021,17634,wb
Upper-middle-income countries,2022,18129,wb
Uruguay,2022,24427,wb
Uruguay,2020,22073,wb
Uruguay,2019,23553,wb
Uruguay,2018,23388,wb
Uruguay,2017,23385,wb
Uruguay,2021,23257,wb
Uzbekistan,2018,7118,wb
Uzbekistan,2017,6841,wb
Uzbekistan,2019,7404,wb
Uzbekistan,2020,7408,wb
Uzbekistan,2021,7801,wb
Uzbekistan,2022,8073,wb
Vanuatu,2018,3045,wb
Vanuatu,2019,3070,wb
Vanuatu,2020,2849,wb
Vanuatu,2021,2800,wb
Vanuatu,2017,3031,wb
Vanuatu,2022,2786,wb
Venezuela,2013,19802,pw
Venezuela,2014,12935,pw
Vietnam,2022,11397,wb
Vietnam,2021,10628,wb
Vietnam,2020,10451,wb
Vietnam,2019,10252,wb
Vietnam,2018,9636,wb
Vietnam,2017,9051,wb
World,2017,16186,wb
World,2018,16589,wb
World,2019,16877,wb
World,2020,16213,wb
World,2022,17527,wb
World,2021,17091,wb
Yemen,2017,1429,pw
Yemen,2018,1755,pw
Yemen,2019,1777,pw
Zambia,2022,3366,wb
Zambia,2020,3184,wb
Zambia,2019,3372,wb
Zambia,2018,3426,wb
Zambia,2017,3395,wb
Zambia,2021,3287,wb
Zimbabwe,2021,2115,wb
Zimbabwe,2017,2332,wb
Zimbabwe,2018,2400,wb
Zimbabwe,2019,2203,wb
Zimbabwe,2020,1990,wb
Zimbabwe,2022,2208,wb
